cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
3 1237655504034792825 256.854693 0.070 35.328207 0.072 22.963 0.511 22.785 0.220 21.551 0.104 20.970 0.101 20.506 0.240 nan
6 1237654952672036437 256.854938 0.100 35.489313 0.105 24.984 0.721 25.780 0.414 24.519 0.596 24.073 0.598 20.778 0.177 0.0
6 1237654952672035295 256.854969 0.004 35.423870 0.004 19.707 0.029 18.630 0.008 18.255 0.007 18.098 0.008 18.054 0.020 0.0
6 1237655504034791509 256.855138 0.001 35.348378 0.001 18.145 0.012 16.497 0.004 15.821 0.004 15.528 0.004 15.382 0.005 nan
6 1237654952672034922 256.855243 0.020 35.429799 0.020 24.260 0.724 22.693 0.116 20.750 0.037 18.740 0.012 17.639 0.015 0.0
3 1237655504034792372 256.855246 0.045 35.333392 0.040 23.584 0.489 22.760 0.134 21.306 0.053 20.682 0.048 20.419 0.135 nan
6 1237655504034792826 256.855311 0.121 35.327554 0.134 24.243 0.623 24.817 0.490 23.201 0.237 21.982 0.130 21.333 0.264 nan
3 1237654952672035785 256.855324 0.150 35.476941 0.141 23.281 0.597 22.689 0.162 23.264 0.418 22.395 0.300 22.200 0.737 1.0
6 1237654952672036390 256.855375 0.096 35.410669 0.106 26.323 0.322 24.571 0.494 23.976 0.524 22.107 0.175 21.861 0.451 0.0
6 1237655504034792036 256.855535 0.009 35.354988 0.009 24.410 0.639 21.003 0.031 19.612 0.015 18.500 0.010 17.945 0.018 nan
3 1237655504034792849 256.855609 0.146 35.312708 0.149 23.281 0.650 23.412 0.368 22.266 0.190 20.979 0.098 21.616 0.593 nan
6 1237654952672036154 256.855618 0.107 35.487788 0.100 24.729 0.759 24.216 0.372 22.615 0.168 21.892 0.132 21.178 0.247 0.0
6 1237655504034792182 256.855631 0.015 35.351975 0.015 22.114 0.148 20.753 0.026 20.319 0.023 20.134 0.028 19.973 0.084 nan
3 1237654952672035130 256.856187 0.082 35.526117 0.073 23.092 0.461 23.934 0.391 21.891 0.114 20.802 0.065 20.373 0.158 1.0
6 1237654952672035212 256.856292 0.002 35.474547 0.002 19.473 0.025 17.781 0.006 17.177 0.005 16.984 0.005 16.898 0.010 0.0
3 1237654952672036195 256.856300 0.090 35.448147 0.087 24.699 0.854 23.738 0.304 21.907 0.104 20.868 0.062 20.101 0.113 1.0
3 1237654952672035889 256.856384 0.101 35.441346 0.113 23.980 0.764 22.278 0.094 21.965 0.114 21.938 0.165 21.147 0.287 1.0
3 1237654952672035120 256.856514 0.009 35.533721 0.010 21.445 0.170 19.519 0.016 18.312 0.010 17.833 0.009 17.430 0.020 1.0
6 1237654952672035471 256.856515 0.070 35.523679 0.078 24.259 0.729 23.997 0.325 22.423 0.142 20.997 0.061 20.302 0.119 1.0
3 1237654952672035970 256.856520 0.139 35.415757 0.130 23.194 0.617 22.648 0.174 22.973 0.365 22.499 0.363 22.466 0.914 1.0
3 1237654952672035131 256.856627 0.033 35.527277 0.050 20.567 0.079 19.525 0.016 19.126 0.017 18.951 0.020 18.906 0.068 1.0
6 1237654952672035850 256.856715 0.048 35.456634 0.046 25.461 0.589 22.962 0.149 21.655 0.076 20.797 0.053 20.089 0.102 0.0
3 1237654952672036250 256.856967 0.125 35.397545 0.174 23.432 0.631 23.815 0.399 22.260 0.166 21.799 0.166 21.289 0.382 1.0
3 1237654952672036438 256.857357 0.156 35.485487 0.151 23.616 0.683 24.725 0.613 24.108 0.665 24.051 0.788 20.377 0.164 1.0
3 1237654952672035470 256.857725 0.032 35.523381 0.043 22.918 0.521 20.913 0.042 19.822 0.026 19.296 0.024 18.935 0.061 1.0
6 1237655504034792043 256.857826 0.009 35.339434 0.009 21.768 0.114 20.392 0.020 19.753 0.016 19.463 0.018 19.358 0.051 nan
6 1237654952672035194 256.858096 0.004 35.489388 0.004 22.081 0.162 19.401 0.011 18.097 0.007 17.572 0.006 17.295 0.012 0.0
6 1237654952672035331 256.858298 0.099 35.395641 0.093 23.119 0.382 24.191 0.369 22.981 0.230 22.671 0.256 22.578 0.562 0.0
3 1237654952672036129 256.858499 0.179 35.514947 0.141 24.730 0.938 24.031 0.413 22.176 0.143 21.210 0.091 20.055 0.120 1.0
3 1237655504034792042 256.858553 0.013 35.337075 0.012 22.068 0.300 20.172 0.029 18.585 0.012 17.995 0.011 17.654 0.026 nan
6 1237654952672035613 256.858604 0.014 35.537778 0.013 23.260 0.413 20.970 0.030 20.172 0.023 19.813 0.024 19.623 0.067 0.0
3 1237655504034792302 256.858628 0.085 35.366499 0.095 23.128 0.387 23.004 0.182 21.951 0.101 21.740 0.129 22.249 0.579 nan
3 1237655504034792301 256.858869 0.144 35.364505 0.181 23.336 0.860 23.984 0.738 21.700 0.150 20.773 0.106 20.411 0.281 nan
6 1237654952672036176 256.858964 0.112 35.468024 0.105 23.560 0.544 24.022 0.353 22.506 0.163 22.077 0.167 21.985 0.478 0.0
3 1237654952672035469 256.859064 0.018 35.523832 0.019 21.534 0.123 20.571 0.026 19.983 0.023 19.716 0.026 19.692 0.087 1.0
3 1237655504034792304 256.859065 0.415 35.368160 0.401 23.751 0.785 24.737 0.756 24.801 0.861 22.284 0.284 21.832 0.612 nan
3 1237654952672035480 256.859076 0.052 35.508676 0.043 21.628 0.170 20.775 0.037 20.166 0.034 19.847 0.038 19.703 0.120 1.0
3 1237655504034792797 256.859235 0.206 35.349887 0.250 24.471 1.017 23.077 0.242 22.385 0.186 22.516 0.328 21.437 0.448 nan
6 1237655504034792385 256.859268 0.111 35.330974 0.100 22.755 0.247 22.840 0.133 22.894 0.183 22.570 0.213 21.651 0.328 nan
6 1237655504034792303 256.859270 0.711 35.365136 0.527 22.827 0.269 22.702 0.124 23.087 0.256 22.329 0.183 21.988 0.432 nan
6 1237654952672035235 256.859349 0.006 35.465356 0.006 23.153 0.383 20.191 0.018 18.943 0.010 18.390 0.009 18.081 0.020 0.0
3 1237654952672036249 256.859366 0.079 35.399556 0.080 25.752 0.662 23.204 0.244 21.493 0.088 20.721 0.067 20.209 0.155 1.0
3 1237654952672036368 256.859543 0.098 35.446403 0.103 23.049 0.421 23.302 0.230 22.894 0.257 21.585 0.123 21.427 0.369 1.0
6 1237654952672035164 256.859591 0.007 35.506036 0.007 20.474 0.048 19.523 0.012 19.175 0.012 19.039 0.014 19.071 0.042 0.0
6 1237654952672036196 256.859622 0.136 35.448824 0.155 24.928 0.808 23.748 0.299 22.632 0.190 22.286 0.208 22.684 0.641 0.0
6 1237655504034792454 256.859647 0.027 35.307111 0.027 25.042 0.624 22.468 0.098 21.098 0.042 20.113 0.029 19.583 0.062 nan
3 1237654952672035890 256.859772 0.052 35.442816 0.062 24.239 0.787 22.967 0.157 21.644 0.080 20.359 0.039 19.482 0.064 1.0
6 1237654952672035507 256.859864 0.082 35.476509 0.084 24.543 0.761 24.831 0.483 24.428 0.588 21.813 0.124 21.078 0.228 0.0
3 1237655504034792044 256.860047 0.064 35.336045 0.057 25.205 1.158 22.380 0.171 20.735 0.057 19.639 0.036 19.213 0.086 nan
3 1237654952672035759 256.860569 0.042 35.483274 0.047 24.255 0.746 22.852 0.135 21.590 0.072 20.799 0.053 20.435 0.136 1.0
3 1237651252058063893 256.860597 0.121 35.387505 0.142 23.815 0.691 23.154 0.196 22.484 0.164 22.653 0.279 21.756 0.409 1.0
3 1237654952672036159 256.860726 0.207 35.486500 0.213 23.287 0.565 23.344 0.266 22.431 0.195 21.875 0.179 21.722 0.519 1.0
6 1237654952672035506 256.860775 0.012 35.475837 0.012 21.550 0.106 20.325 0.019 19.988 0.020 19.852 0.025 19.944 0.087 0.0
6 1237654952672035965 256.860801 0.023 35.420180 0.023 25.147 0.681 21.827 0.057 20.863 0.039 20.366 0.036 20.168 0.105 0.0
3 1237655504034792347 256.860812 0.134 35.347866 0.141 24.090 0.723 23.068 0.195 22.428 0.154 22.799 0.323 22.503 0.651 nan
3 1237654952672036370 256.860916 0.103 35.444778 0.109 23.765 0.696 24.453 0.509 23.603 0.447 21.646 0.128 20.628 0.187 1.0
6 1237654952672036108 256.860939 0.079 35.532957 0.080 24.186 0.770 23.533 0.246 22.151 0.120 21.172 0.076 20.505 0.153 0.0
6 1237654952672035330 256.861365 0.001 35.395038 0.001 19.843 0.032 17.183 0.005 15.769 0.004 14.737 0.004 14.205 0.004 0.0
6 1237655504034793030 256.861501 0.105 35.371534 0.102 25.569 0.488 24.634 0.512 23.732 0.390 22.098 0.156 21.234 0.268 0.0
3 1237654952672035820 256.861504 0.059 35.470942 0.064 23.245 0.452 22.464 0.106 21.525 0.074 21.087 0.074 20.653 0.181 1.0
3 1237651252058063894 256.861971 0.125 35.388288 0.108 24.480 0.845 22.959 0.158 22.474 0.155 22.186 0.245 22.624 0.571 1.0
3 1237654952672035740 256.862067 0.100 35.489564 0.089 25.287 0.797 22.424 0.113 21.570 0.085 21.189 0.091 20.927 0.255 1.0
3 1237654952672036310 256.862435 0.138 35.510526 0.119 26.130 0.395 23.986 0.370 23.632 0.436 22.155 0.192 21.632 0.409 1.0
6 1237655504034792814 256.862544 0.091 35.337630 0.097 23.862 0.524 23.727 0.269 22.793 0.169 22.383 0.183 22.304 0.476 nan
6 1237654952672035673 256.862555 0.034 35.515815 0.033 23.221 0.412 21.580 0.048 21.197 0.051 21.100 0.068 20.801 0.185 0.0
3 1237655504034792854 256.862855 0.082 35.312754 0.075 24.305 0.862 23.807 0.375 21.671 0.086 20.755 0.061 19.994 0.115 nan
3 1237654952672035880 256.862939 0.073 35.446393 0.080 23.876 0.700 22.516 0.111 21.891 0.102 21.519 0.109 21.427 0.340 1.0
3 1237651252058063892 256.862952 0.082 35.386969 0.089 22.941 0.407 22.119 0.088 21.678 0.090 21.364 0.103 21.258 0.314 1.0
3 1237654952672035460 256.863007 0.036 35.531074 0.027 21.649 0.166 20.663 0.032 19.939 0.026 19.444 0.026 19.048 0.064 1.0
6 1237654952672035989 256.863220 0.038 35.411556 0.036 24.901 0.765 23.007 0.154 21.360 0.059 20.263 0.034 19.625 0.069 0.0
6 1237654952672035325 256.863256 0.004 35.403086 0.004 22.694 0.266 19.563 0.012 18.137 0.007 17.429 0.006 17.028 0.011 0.0
3 1237655504034792367 256.863306 0.073 35.340079 0.065 24.348 0.792 22.995 0.185 21.684 0.082 21.293 0.090 20.932 0.236 nan
3 1237654952672035660 256.863306 0.285 35.521896 0.219 23.957 0.866 22.701 0.157 22.327 0.180 21.937 0.192 21.798 0.559 1.0
3 1237655504034792315 256.863497 0.030 35.361682 0.029 23.415 0.585 21.620 0.067 20.252 0.029 19.730 0.029 19.433 0.078 nan
3 1237654952672036323 256.863649 0.179 35.496002 0.234 22.800 0.397 23.663 0.357 22.719 0.258 21.869 0.187 21.973 0.633 1.0
6 1237654952672035628 256.863830 0.059 35.534457 0.062 23.377 0.479 23.015 0.161 21.970 0.102 21.745 0.124 21.418 0.322 0.0
3 1237654952672035747 256.863914 0.029 35.488036 0.028 23.200 0.506 21.647 0.061 20.550 0.037 20.096 0.037 19.788 0.098 1.0
6 1237655504034791852 256.863937 0.002 35.356984 0.002 19.923 0.032 17.765 0.005 16.880 0.004 16.557 0.005 16.389 0.008 nan
3 1237654952672035332 256.864057 0.245 35.395552 0.263 25.762 0.527 24.464 0.492 24.118 0.590 22.494 0.255 22.287 0.597 1.0
6 1237654952672035916 256.864551 0.015 35.434970 0.016 24.393 0.750 21.739 0.053 20.333 0.026 19.502 0.019 19.073 0.043 0.0
6 1237655504034792338 256.864982 0.058 35.351162 0.055 24.916 0.636 22.976 0.154 22.070 0.095 21.866 0.121 21.360 0.274 nan
3 1237654952672035655 256.865048 0.025 35.525284 0.027 22.696 0.338 21.198 0.043 20.186 0.028 19.775 0.029 19.456 0.076 1.0
3 1237655504034792200 256.865144 0.030 35.319851 0.032 22.323 0.178 21.633 0.050 21.275 0.048 21.156 0.066 20.989 0.200 nan
6 1237655504034792452 256.865167 0.014 35.310209 0.014 23.811 0.527 21.618 0.049 20.264 0.022 19.561 0.019 19.137 0.043 nan
6 1237654952672036180 256.865302 0.085 35.469081 0.102 25.655 0.526 23.536 0.240 22.317 0.135 21.068 0.068 20.353 0.128 0.0
3 1237654952672035321 256.865354 0.098 35.415734 0.132 23.795 0.773 22.309 0.108 21.684 0.099 21.260 0.102 22.707 0.781 1.0
3 1237654952672036141 256.865380 0.091 35.509469 0.101 26.267 0.491 23.100 0.251 21.392 0.090 20.314 0.053 19.717 0.113 1.0
3 1237654952672035858 256.865442 0.102 35.457342 0.080 24.228 0.829 23.106 0.193 21.997 0.114 21.819 0.147 20.773 0.208 1.0
3 1237654952672035465 256.865563 0.029 35.529594 0.029 21.297 0.124 20.479 0.029 20.142 0.031 19.893 0.037 20.341 0.288 1.0
6 1237655504034792314 256.866158 0.014 35.360648 0.014 24.617 0.646 21.682 0.052 20.294 0.023 19.297 0.016 18.837 0.034 nan
6 1237654952672036294 256.866280 0.066 35.535045 0.066 23.843 0.613 23.929 0.308 23.070 0.243 21.368 0.084 21.025 0.217 0.0
6 1237655504034791474 256.866298 0.002 35.373404 0.002 18.735 0.016 17.500 0.005 17.050 0.005 16.907 0.005 16.873 0.010 0.0
3 1237655504034791475 256.866355 0.157 35.370855 0.198 23.713 0.611 23.759 0.343 22.258 0.136 21.821 0.146 21.675 0.448 nan
6 1237655504034792837 256.866551 0.136 35.322526 0.169 24.985 0.653 24.188 0.391 22.934 0.202 22.495 0.215 21.764 0.381 nan
6 1237655504034792816 256.866713 0.125 35.339397 0.109 24.242 0.724 23.892 0.355 22.723 0.188 21.435 0.096 20.488 0.153 nan
6 1237654952672036335 256.866922 0.115 35.483118 0.129 25.905 0.459 24.364 0.446 23.782 0.462 22.130 0.180 21.031 0.242 0.0
6 1237654952672035844 256.867031 0.020 35.465263 0.021 23.288 0.422 21.367 0.040 20.619 0.032 20.308 0.035 20.022 0.093 0.0
6 1237654952672035320 256.867123 0.002 35.413834 0.002 21.061 0.073 18.388 0.007 17.099 0.005 16.589 0.005 16.322 0.007 0.0
3 1237654952672035168 256.867198 0.008 35.503419 0.009 21.512 0.179 19.266 0.014 18.071 0.008 17.614 0.008 17.263 0.018 1.0
3 1237654952672036407 256.867391 0.185 35.391421 0.128 23.609 0.894 24.909 0.864 23.006 0.403 21.571 0.174 20.489 0.243 1.0
6 1237655504034793057 256.867469 0.107 35.326650 0.105 24.841 0.627 25.089 0.501 23.922 0.394 22.247 0.162 20.725 0.158 nan
6 1237654952672036316 256.867693 0.103 35.508565 0.115 25.180 0.664 24.344 0.401 23.201 0.271 22.385 0.201 22.174 0.485 0.0
3 1237654952672035466 256.867868 0.055 35.529964 0.056 25.237 0.923 21.935 0.084 20.898 0.054 20.544 0.058 20.354 0.179 1.0
3 1237654952672036173 256.868194 0.091 35.477416 0.098 23.967 0.965 23.139 0.250 21.442 0.091 20.696 0.071 20.129 0.165 1.0
3 1237654952672036367 256.868252 0.107 35.452448 0.109 24.437 1.022 24.278 0.529 23.981 0.654 21.671 0.149 21.039 0.303 1.0
3 1237655504034792349 256.868292 0.027 35.349813 0.027 23.144 0.443 22.192 0.102 20.517 0.034 19.824 0.029 19.742 0.094 nan
6 1237654952672035721 256.868378 0.016 35.499169 0.016 24.803 0.751 21.969 0.064 20.371 0.026 19.566 0.020 19.152 0.045 0.0
6 1237654952672035160 256.868854 0.006 35.518328 0.006 21.272 0.085 19.598 0.012 18.908 0.010 18.674 0.011 18.543 0.028 0.0
6 1237655504034792326 256.868990 0.074 35.361942 0.071 22.878 0.290 23.236 0.199 22.181 0.110 21.641 0.105 21.678 0.368 nan
6 1237655504034792067 256.869214 0.011 35.329365 0.011 24.390 0.641 21.297 0.039 19.927 0.018 18.643 0.011 17.962 0.018 nan
3 1237654952672035929 256.869437 0.119 35.434541 0.094 23.924 0.740 23.247 0.214 22.493 0.178 21.998 0.171 22.095 0.569 1.0
3 1237654952672035824 256.869839 0.106 35.473282 0.107 24.910 1.052 22.016 0.091 21.475 0.089 21.303 0.115 21.318 0.410 1.0
6 1237654952672036309 256.870014 0.098 35.514337 0.106 23.834 0.651 23.592 0.258 23.141 0.280 22.035 0.161 21.674 0.391 0.0
6 1237654952672035149 256.870244 0.005 35.524524 0.005 21.534 0.104 19.614 0.013 18.892 0.010 18.622 0.011 18.505 0.027 0.0
3 1237654952672036237 256.870289 0.112 35.414267 0.109 25.106 1.018 23.058 0.223 22.169 0.164 21.139 0.099 20.005 0.132 1.0
3 1237654952672036384 256.870297 0.178 35.423390 0.210 23.657 0.707 23.566 0.305 23.438 0.432 21.743 0.155 20.996 0.281 1.0
6 1237654952672035865 256.870542 0.140 35.458844 0.183 24.503 0.823 23.753 0.295 22.783 0.211 21.462 0.099 20.799 0.197 0.0
6 1237654952672036409 256.870683 0.091 35.389894 0.101 25.844 0.494 24.105 0.385 23.409 0.360 21.800 0.137 21.090 0.256 0.0
3 1237654952672036170 256.870758 0.136 35.482072 0.187 25.423 0.781 23.429 0.277 21.975 0.128 21.590 0.135 21.193 0.335 1.0
3 1237654952672036458 256.870882 0.158 35.395983 0.143 22.903 0.462 22.822 0.190 22.830 0.309 22.715 0.426 22.826 0.911 1.0
6 1237654952672036202 256.871074 0.051 35.450248 0.053 25.230 0.654 23.568 0.235 22.014 0.101 20.904 0.057 20.112 0.100 0.0
3 1237654952672036457 256.871176 0.259 35.401739 0.206 23.844 0.795 23.051 0.201 23.134 0.343 22.974 0.435 21.777 0.521 1.0
3 1237655504034793068 256.871292 0.176 35.305804 0.224 23.824 0.587 25.724 0.479 23.722 0.390 22.257 0.189 21.918 0.447 nan
3 1237651252058064271 256.871305 0.131 35.374854 0.116 23.951 0.736 23.283 0.213 22.848 0.220 21.735 0.128 21.272 0.285 1.0
3 1237654952672035851 256.871452 0.169 35.461702 0.252 24.891 0.862 23.157 0.197 23.035 0.282 22.007 0.176 22.454 0.644 1.0
3 1237655504034792345 256.871793 0.115 35.353564 0.136 23.745 0.630 22.520 0.126 22.345 0.149 22.482 0.255 22.214 0.598 nan
3 1237654952672035715 256.871871 0.096 35.503495 0.097 23.746 0.578 23.099 0.162 22.577 0.162 22.914 0.307 22.108 0.470 1.0
3 1237654952672035866 256.871876 0.146 35.457852 0.153 23.835 0.629 22.647 0.115 22.856 0.215 22.953 0.342 23.502 0.501 1.0
3 1237654952672035745 256.871941 0.060 35.492789 0.074 23.430 0.703 21.709 0.075 20.849 0.056 20.249 0.049 20.047 0.149 1.0
3 1237651252058063925 256.872612 0.115 35.370145 0.119 24.331 1.040 22.757 0.169 22.226 0.160 22.265 0.248 21.246 0.345 nan
3 1237655504034792351 256.872648 0.135 35.350277 0.155 22.810 0.586 24.440 1.010 21.448 0.124 20.760 0.108 20.085 0.217 nan
3 1237654952672035761 256.873027 0.158 35.488708 0.141 23.364 0.550 23.079 0.198 22.365 0.169 22.042 0.190 21.068 0.289 1.0
3 1237655504034792376 256.873141 0.211 35.340046 0.168 23.571 0.553 22.565 0.127 22.363 0.149 22.439 0.249 21.824 0.473 nan
6 1237654952672035226 256.873195 0.095 35.475542 0.104 24.571 0.799 24.484 0.431 22.818 0.202 21.806 0.122 22.004 0.447 0.0
6 1237654952672035493 256.873197 0.037 35.496134 0.039 21.506 0.102 21.561 0.046 21.440 0.062 21.570 0.100 20.977 0.208 0.0
3 1237655504034791875 256.873311 0.005 35.330932 0.006 20.181 0.041 18.982 0.009 18.282 0.007 17.844 0.007 17.564 0.015 nan
6 1237655504034792343 256.873399 0.048 35.355031 0.051 24.527 0.717 23.537 0.255 21.699 0.074 20.997 0.062 20.381 0.131 nan
3 1237654952672035864 256.873500 0.154 35.459082 0.153 23.555 0.909 23.878 0.541 21.690 0.133 20.514 0.072 20.465 0.249 1.0
3 1237655504034792344 256.873808 0.147 35.353409 0.136 24.858 0.676 24.354 0.442 22.542 0.150 21.651 0.107 20.838 0.192 nan
3 1237654952672036124 256.873817 0.162 35.523944 0.191 25.060 0.882 24.224 0.466 22.330 0.163 21.282 0.098 20.398 0.161 1.0
6 1237654952672034909 256.873968 0.002 35.425638 0.002 20.674 0.055 18.015 0.006 16.821 0.005 16.333 0.004 16.061 0.007 0.0
6 1237655504034792459 256.874043 0.135 35.313489 0.111 23.175 0.342 22.993 0.151 23.363 0.269 23.037 0.314 21.914 0.401 nan
6 1237654952672036050 256.874076 0.030 35.396950 0.031 24.126 0.719 22.547 0.105 21.061 0.047 19.822 0.025 19.105 0.045 0.0
6 1237654952672035986 256.874122 0.038 35.417605 0.039 24.552 0.784 22.696 0.120 21.238 0.054 20.217 0.034 19.740 0.076 0.0
6 1237655504034791876 256.874230 0.023 35.328589 0.023 24.430 0.624 22.628 0.110 21.072 0.041 20.327 0.033 19.775 0.071 nan
6 1237654952672035997 256.874378 0.031 35.414264 0.031 23.597 0.531 22.247 0.080 21.194 0.051 20.673 0.047 20.421 0.130 0.0
6 1237654952672035225 256.874718 0.007 35.475411 0.007 23.075 0.367 20.351 0.020 19.306 0.013 18.887 0.013 18.650 0.031 0.0
3 1237654952672035241 256.874757 0.019 35.463419 0.020 22.049 0.264 21.135 0.056 19.916 0.031 19.294 0.027 19.033 0.072 1.0
3 1237654952672035240 256.875093 0.009 35.464455 0.009 20.169 0.097 18.173 0.009 17.023 0.006 16.520 0.006 16.172 0.012 1.0
6 1237654952672101149 256.875226 0.102 35.371270 0.088 23.889 0.637 23.251 0.182 22.778 0.194 22.592 0.237 22.291 0.511 nan
6 1237654952672035276 256.875347 0.002 35.445019 0.002 19.463 0.025 17.498 0.005 16.757 0.004 16.510 0.005 16.385 0.008 0.0
6 1237655504034792844 256.875388 0.096 35.325159 0.092 23.911 0.538 24.603 0.453 22.764 0.165 21.601 0.094 21.007 0.201 nan
3 1237655504034792336 256.875394 0.128 35.356369 0.144 23.333 0.500 22.752 0.158 22.083 0.123 21.876 0.161 21.555 0.416 nan
3 1237654952672036061 256.875416 0.129 35.392424 0.113 24.039 0.805 22.955 0.173 22.633 0.206 21.987 0.175 23.101 0.691 1.0
3 1237654952672036161 256.875788 0.122 35.489859 0.151 24.847 0.890 23.486 0.262 22.631 0.204 22.058 0.189 22.207 0.601 1.0
3 1237654952672035492 256.875796 0.037 35.497787 0.046 20.911 0.108 20.089 0.025 19.506 0.023 19.215 0.026 19.151 0.088 1.0
3 1237654952672036459 256.875858 1.140 35.503828 0.677 23.465 0.757 23.397 0.335 22.495 0.266 22.113 0.275 21.531 0.550 1.0
3 1237654952672036142 256.876210 0.503 35.511704 0.298 23.142 0.518 23.973 0.442 22.345 0.190 21.383 0.117 20.558 0.207 1.0
6 1237655504034792872 256.876286 0.099 35.309811 0.089 23.953 0.557 24.081 0.341 22.864 0.177 22.593 0.217 21.510 0.297 nan
3 1237654952672035277 256.876658 0.201 35.446599 0.148 23.879 0.731 24.055 0.399 23.496 0.406 21.860 0.154 21.040 0.268 1.0
6 1237654952672036023 256.876957 0.073 35.405731 0.092 23.645 0.567 22.763 0.126 22.334 0.136 22.104 0.164 21.870 0.420 0.0
6 1237654952672036378 256.877056 0.106 35.437332 0.115 24.189 0.723 23.412 0.210 22.963 0.228 22.284 0.187 22.573 0.566 0.0
6 1237654952672036125 256.877081 0.081 35.525386 0.087 25.788 0.454 23.746 0.267 22.433 0.142 22.080 0.154 21.845 0.403 0.0
6 1237654952672035818 256.877131 0.078 35.478011 0.075 24.147 0.726 22.784 0.128 22.024 0.104 22.452 0.220 21.507 0.330 0.0
3 1237654952672101617 256.877781 0.153 35.376596 0.130 25.306 2.087 22.344 0.264 21.425 0.186 21.282 0.253 22.232 1.724 nan
3 1237655504034792357 256.877846 0.049 35.351065 0.051 23.125 0.355 22.685 0.128 21.648 0.071 20.997 0.062 20.910 0.206 nan
6 1237654952672035830 256.877930 0.021 35.474149 0.022 24.606 0.764 21.879 0.060 20.763 0.036 20.318 0.035 20.158 0.105 0.0
6 1237654952672035677 256.878917 0.110 35.521180 0.107 24.977 0.720 23.153 0.170 23.110 0.253 22.614 0.244 21.421 0.300 0.0
6 1237654952672036266 256.879040 0.069 35.392842 0.082 23.290 0.450 23.370 0.213 22.157 0.121 20.641 0.048 19.704 0.076 0.0
3 1237655504034792412 256.879292 0.209 35.332122 0.244 23.142 0.416 22.872 0.168 22.507 0.173 21.497 0.112 21.364 0.344 nan
3 1237654952672035760 256.879392 0.104 35.491355 0.171 22.715 0.487 21.547 0.079 20.385 0.047 19.746 0.039 19.230 0.088 1.0
6 1237654952672036232 256.879644 0.088 35.419342 0.085 25.810 0.450 24.980 0.498 22.623 0.170 21.347 0.083 20.516 0.142 0.0
6 1237655504034793055 256.879819 0.116 35.334288 0.103 25.531 0.474 24.634 0.480 23.569 0.328 21.977 0.136 21.214 0.250 nan
3 1237654952672035930 256.879852 0.124 35.438726 0.111 22.910 0.390 22.514 0.126 21.688 0.096 21.529 0.126 21.145 0.313 1.0
3 1237654952672036374 256.880461 0.160 35.448185 0.190 23.671 0.852 22.949 0.224 22.637 0.273 21.326 0.132 21.899 0.701 1.0
6 1237654952672035722 256.880610 0.021 35.504197 0.023 25.940 0.416 22.116 0.073 20.745 0.036 19.665 0.022 19.031 0.042 0.0
6 1237654952672035956 256.880637 0.043 35.432592 0.044 24.611 0.762 23.135 0.166 21.689 0.076 20.554 0.042 19.802 0.077 0.0
3 1237651252058063947 256.880747 0.091 35.363070 0.083 23.086 0.650 22.086 0.122 21.577 0.118 20.762 0.090 19.967 0.153 nan
3 1237654952672036375 256.880849 0.534 35.444327 0.417 22.723 1.182 21.810 0.229 22.752 0.885 21.023 0.292 22.722 2.908 1.0
6 1237654952672036136 256.881109 0.158 35.518499 0.146 24.081 0.740 24.388 0.446 22.725 0.199 22.597 0.261 21.386 0.318 0.0
6 1237651252058063361 256.881399 0.006 35.360350 0.006 21.135 0.076 19.839 0.014 19.261 0.012 18.990 0.013 18.855 0.033 nan
6 1237654952672101144 256.881714 0.093 35.374203 0.101 24.486 0.772 24.449 0.425 23.640 0.384 22.208 0.174 21.094 0.232 nan
3 1237655504034792387 256.881887 0.016 35.341399 0.017 23.103 0.424 21.419 0.053 19.867 0.020 19.302 0.019 18.985 0.049 nan
3 1237654952672035484 256.882055 0.038 35.512497 0.039 21.078 0.101 20.315 0.025 20.026 0.028 19.724 0.032 19.809 0.123 1.0
6 1237654952672036369 256.882086 0.078 35.455712 0.083 25.077 0.718 23.722 0.269 22.925 0.222 21.670 0.111 21.232 0.262 0.0
3 1237654952672101143 256.882192 0.034 35.375243 0.036 23.724 0.872 21.642 0.071 20.120 0.030 19.627 0.029 19.439 0.088 nan
3 1237654952672035522 256.882535 0.039 35.468791 0.031 20.934 0.125 19.726 0.021 19.041 0.018 18.717 0.020 18.458 0.055 1.0
6 1237654952672100398 256.882666 0.002 35.382841 0.002 19.135 0.021 17.841 0.006 17.378 0.005 17.206 0.006 17.150 0.011 0.0
6 1237654952672035385 256.882689 0.010 35.493308 0.010 22.954 0.331 20.831 0.027 19.680 0.016 19.229 0.016 18.946 0.039 0.0
6 1237654952672036065 256.882828 0.035 35.393976 0.035 24.514 0.775 22.451 0.095 21.267 0.054 20.537 0.042 20.355 0.125 0.0
3 1237654952672036197 256.883010 0.119 35.457471 0.116 23.287 0.685 23.485 0.365 21.801 0.136 20.612 0.072 20.010 0.154 1.0
3 1237654952672035665 256.883243 0.116 35.528611 0.083 23.840 0.845 22.205 0.105 21.244 0.072 20.840 0.075 20.197 0.155 1.0
3 1237655504034792047 256.883427 0.017 35.349784 0.015 21.399 0.122 20.066 0.020 19.213 0.014 18.771 0.015 18.509 0.038 nan
6 1237654952672036445 256.883460 0.115 35.446521 0.119 24.171 0.726 25.468 0.485 24.716 0.635 25.026 0.535 20.612 0.159 0.0
