cl objID RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 umag e_umag gmag e_gmag rmag e_rmag imag e_imag zmag e_zmag ingalaxy
6 1237654952671970878 256.826847 0.090 35.570519 0.081 25.540 0.577 24.784 0.509 24.070 0.525 21.791 0.129 21.116 0.252 nan
6 1237654952671970754 256.827152 0.090 35.587836 0.095 23.933 0.638 25.545 0.458 22.929 0.216 25.012 0.525 23.856 0.387 nan
6 1237654952671969869 256.827976 0.020 35.544201 0.020 24.146 0.726 22.037 0.070 20.611 0.032 19.312 0.017 18.550 0.029 nan
6 1237654952671970080 256.828205 0.027 35.574578 0.028 22.288 0.193 21.438 0.042 21.070 0.045 21.118 0.068 21.127 0.238 nan
3 1237654952671970602 256.829339 0.027 35.548825 0.025 22.301 0.252 21.092 0.041 20.104 0.027 19.577 0.025 19.182 0.063 nan
3 1237654952671970587 256.829916 0.302 35.556354 0.180 23.175 0.535 22.926 0.195 21.705 0.109 20.963 0.084 20.365 0.179 nan
6 1237654952671969868 256.830209 0.007 35.545026 0.007 21.363 0.093 19.848 0.014 19.201 0.012 18.945 0.013 18.810 0.035 nan
6 1237654952671969867 256.830767 0.003 35.541591 0.003 20.692 0.056 18.541 0.007 17.675 0.006 17.251 0.006 17.213 0.012 0.0
3 1237654952671969870 256.831188 0.165 35.543625 0.131 24.901 1.030 23.171 0.239 22.397 0.193 21.597 0.146 21.577 0.486 nan
3 1237654952671970545 256.831294 0.082 35.568416 0.078 25.589 0.596 22.984 0.166 22.009 0.111 21.684 0.126 21.809 0.458 nan
6 1237654952671970544 256.831814 0.049 35.566657 0.052 23.293 0.431 23.171 0.172 21.753 0.080 20.661 0.046 20.161 0.106 nan
6 1237654952671970524 256.832159 0.102 35.573985 0.098 23.389 0.463 23.302 0.191 22.933 0.217 22.420 0.209 22.194 0.498 nan
3 1237654952671970765 256.833192 0.129 35.579918 0.152 23.257 0.613 23.198 0.260 22.216 0.175 21.760 0.179 22.159 0.756 nan
3 1237654952671970759 256.833688 0.143 35.587550 0.139 23.503 0.841 22.738 0.203 21.998 0.167 21.576 0.177 21.425 0.541 nan
6 1237654952671970891 256.833763 0.087 35.549868 0.105 24.811 0.748 24.111 0.350 23.366 0.308 22.074 0.156 21.241 0.262 nan
6 1237654952671970789 256.833831 0.105 35.546860 0.125 23.376 0.450 23.974 0.320 22.770 0.190 22.003 0.146 22.193 0.495 nan
6 1237654952671970574 256.834729 0.058 35.560819 0.056 25.083 0.697 23.086 0.160 22.031 0.101 21.133 0.069 20.332 0.122 nan
6 1237654952671969808 256.835322 0.005 35.570990 0.005 20.378 0.045 19.203 0.010 18.776 0.009 18.609 0.011 18.511 0.028 nan
6 1237654952671970573 256.835640 0.063 35.561734 0.075 25.538 0.639 23.071 0.184 21.845 0.099 20.842 0.062 20.337 0.143 nan
6 1237654952671970462 256.835896 0.068 35.595202 0.075 23.955 0.702 22.883 0.146 22.009 0.107 21.741 0.127 21.064 0.247 nan
3 1237654952671970883 256.837774 0.111 35.565756 0.110 23.760 0.779 24.382 0.565 23.593 0.502 21.813 0.170 20.859 0.264 nan
6 1237654952671969928 256.838128 0.006 35.569375 0.006 23.085 0.365 20.454 0.021 19.007 0.011 17.648 0.007 16.915 0.010 nan
6 1237654952671969533 256.838346 0.005 35.578484 0.005 19.192 0.022 18.890 0.009 18.546 0.008 18.423 0.010 18.116 0.022 nan
3 1237654952671970571 256.838391 0.024 35.562595 0.023 22.790 0.373 21.198 0.044 20.067 0.026 19.639 0.026 19.241 0.065 nan
3 1237654952671970535 256.838755 0.187 35.572622 0.150 23.538 1.907 21.825 0.205 20.943 0.144 20.589 0.166 20.580 0.607 nan
3 1237654952671970638 256.840096 0.052 35.542286 0.054 23.290 0.593 22.454 0.131 21.012 0.059 20.377 0.051 20.004 0.131 1.0
6 1237654952671970887 256.841118 0.064 35.561188 0.063 24.380 0.747 24.327 0.396 23.887 0.444 21.550 0.099 20.454 0.136 nan
6 1237654952671970518 256.841785 0.029 35.579699 0.028 24.048 0.686 22.577 0.105 21.089 0.046 19.777 0.023 19.042 0.042 nan
6 1237654952671970885 256.842148 0.111 35.564937 0.132 26.092 0.389 24.100 0.377 24.306 0.597 22.095 0.172 22.095 0.515 nan
3 1237654952671970519 256.842612 0.130 35.577831 0.115 24.243 0.898 24.443 0.535 22.075 0.131 21.635 0.135 21.520 0.421 nan
6 1237654952671970613 256.845710 0.039 35.553298 0.040 22.829 0.315 21.752 0.056 21.255 0.055 21.063 0.069 20.756 0.188 nan
3 1237654952671970875 256.846411 0.139 35.588843 0.132 23.193 0.478 23.625 0.304 22.733 0.225 22.003 0.182 22.493 0.701 nan
3 1237654952671970088 256.846588 0.120 35.568411 0.157 22.165 0.213 25.793 0.520 24.393 0.717 24.778 0.736 22.492 0.704 nan
6 1237654952671970626 256.847159 0.105 35.551132 0.098 24.049 0.672 23.496 0.224 23.861 0.435 22.702 0.263 21.483 0.314 nan
6 1237654952672035100 256.847298 0.003 35.539168 0.003 22.165 0.175 19.591 0.012 18.156 0.007 17.452 0.006 17.031 0.011 0.0
6 1237654952671970783 256.848597 0.086 35.562126 0.092 25.230 0.657 24.202 0.368 22.673 0.174 23.202 0.386 22.278 0.516 nan
3 1237654952672035101 256.849174 0.109 35.537982 0.079 24.162 1.105 22.287 0.126 21.096 0.070 20.457 0.061 20.218 0.180 1.0
3 1237654952671970633 256.849577 0.068 35.548456 0.074 22.124 0.220 21.858 0.078 21.169 0.066 20.891 0.078 20.573 0.213 1.0
6 1237654952671970767 256.850667 0.094 35.586575 0.094 24.932 0.759 23.521 0.230 22.418 0.143 21.051 0.066 20.185 0.111 nan
3 1237654952671970579 256.850717 0.085 35.566931 0.088 24.114 0.836 22.591 0.129 21.680 0.091 21.241 0.093 21.214 0.323 nan
3 1237654952671970495 256.851475 0.171 35.591327 0.200 22.865 0.891 21.620 0.131 20.459 0.075 20.078 0.083 19.499 0.183 nan
3 1237654952671970496 256.851551 0.187 35.589587 0.211 23.402 0.568 24.293 0.490 22.786 0.239 22.267 0.232 22.602 0.715 nan
6 1237654952671970580 256.852044 0.129 35.568335 0.142 24.838 0.745 24.996 0.496 23.103 0.249 21.649 0.107 21.936 0.432 nan
6 1237654952671970893 256.852676 0.070 35.553783 0.074 24.635 0.763 25.111 0.498 23.691 0.390 21.776 0.119 20.919 0.201 nan
3 1237654952672035598 256.853234 0.111 35.541151 0.104 24.053 0.799 22.683 0.135 22.246 0.144 21.982 0.172 22.041 0.557 1.0
3 1237654952671970554 256.853587 0.152 35.574375 0.151 24.341 1.074 22.968 0.206 23.008 0.333 23.401 0.655 21.004 0.316 nan
3 1237654952671970611 256.853642 0.064 35.557735 0.060 24.708 0.834 22.969 0.160 21.741 0.087 21.019 0.069 20.856 0.213 nan
3 1237654952671970528 256.855804 0.080 35.583005 0.115 22.318 0.293 21.978 0.096 21.095 0.070 20.745 0.078 20.342 0.199 nan
3 1237654952671969936 256.856436 0.017 35.554241 0.017 21.615 0.332 19.633 0.027 18.107 0.012 17.446 0.010 17.081 0.025 1.0
3 1237654952672036091 256.856627 0.148 35.543380 0.149 22.890 0.450 23.086 0.236 22.065 0.155 22.392 0.308 20.990 0.323 1.0
3 1237654952671970605 256.857311 0.047 35.561924 0.050 25.002 0.796 22.816 0.142 21.322 0.061 20.779 0.057 20.454 0.153 nan
3 1237654952671970616 256.858236 0.066 35.558259 0.064 24.660 0.870 23.007 0.171 21.751 0.090 21.253 0.088 20.889 0.226 nan
3 1237654952671970606 256.858570 0.171 35.561349 0.103 23.384 0.671 22.522 0.147 20.985 0.063 20.392 0.055 19.748 0.116 nan
6 1237654952671970575 256.859179 0.068 35.571591 0.059 22.915 0.373 22.201 0.090 21.711 0.090 21.507 0.114 21.087 0.279 nan
6 1237654952672035605 256.859410 0.051 35.540680 0.049 23.916 0.632 23.067 0.157 21.885 0.089 21.138 0.069 20.379 0.126 0.0
3 1237654952671970529 256.859519 0.158 35.584830 0.182 23.186 0.498 22.909 0.176 22.587 0.210 22.005 0.193 22.042 0.610 nan
6 1237654952671970085 256.860292 0.013 35.582907 0.013 21.314 0.089 20.485 0.021 20.171 0.023 20.046 0.029 20.108 0.101 nan
3 1237654952671970086 256.861217 0.175 35.582352 0.135 24.132 1.101 22.387 0.133 21.704 0.115 21.244 0.121 20.435 0.211 nan
3 1237654952671970617 256.861941 0.088 35.559700 0.090 22.768 0.399 22.531 0.147 21.429 0.087 21.053 0.096 20.353 0.188 nan
3 1237654952671969802 256.862348 0.008 35.590018 0.008 19.535 0.029 19.322 0.012 18.936 0.011 18.728 0.013 18.400 0.030 nan
3 1237654952671970776 256.862377 0.135 35.573369 0.103 24.580 0.837 23.446 0.233 22.667 0.190 21.885 0.146 21.578 0.378 nan
6 1237654952671969804 256.863804 0.161 35.591508 0.199 22.537 0.242 24.165 0.368 23.337 0.306 22.576 0.246 22.835 0.577 nan
6 1237654952671970778 256.863953 0.089 35.572018 0.064 24.407 0.833 23.375 0.224 22.087 0.118 21.031 0.071 20.191 0.122 nan
6 1237654952672034870 256.864523 0.003 35.541612 0.003 19.042 0.020 17.928 0.006 17.548 0.006 17.443 0.006 17.425 0.013 0.0
3 1237654952671969803 256.864532 0.044 35.591719 0.043 21.466 0.181 20.268 0.032 19.162 0.018 18.817 0.020 18.456 0.050 nan
3 1237654952671969932 256.864868 0.051 35.581633 0.053 23.057 0.604 22.348 0.143 20.688 0.053 20.046 0.046 19.549 0.106 nan
6 1237654952671969933 256.864943 0.098 35.580217 0.109 23.899 0.678 24.740 0.489 22.572 0.166 21.791 0.128 22.090 0.492 nan
3 1237654952671970560 256.865243 0.076 35.576389 0.082 23.178 0.529 22.399 0.121 21.395 0.079 20.887 0.077 20.219 0.155 nan
3 1237654952671970609 256.865821 0.097 35.563595 0.095 23.817 0.947 22.181 0.123 21.167 0.076 20.452 0.062 20.284 0.212 nan
3 1237654952671970527 256.865926 0.173 35.588119 0.271 25.866 0.637 22.937 0.200 22.016 0.143 21.921 0.200 22.339 0.786 nan
6 1237654952672036097 256.866038 0.087 35.543970 0.112 23.598 0.603 23.581 0.276 22.560 0.183 21.493 0.108 21.010 0.250 0.0
6 1237654952671969931 256.867054 0.007 35.579418 0.007 22.974 0.339 20.725 0.025 19.321 0.013 18.513 0.010 18.094 0.020 nan
6 1237654952671970570 256.868141 0.044 35.576249 0.053 24.389 0.786 22.056 0.070 21.590 0.071 21.422 0.092 22.229 0.523 nan
6 1237654952671970784 256.868862 0.072 35.569850 0.075 23.804 0.598 25.258 0.493 22.632 0.167 22.039 0.150 22.050 0.458 nan
6 1237654952671970569 256.869479 0.043 35.577516 0.044 25.890 0.437 23.313 0.196 21.562 0.069 20.631 0.047 20.041 0.097 nan
3 1237654952671969874 256.869677 0.010 35.556626 0.010 20.562 0.105 18.815 0.012 17.740 0.008 17.273 0.008 16.925 0.017 1.0
6 1237654952671970779 256.870436 0.151 35.574254 0.106 24.441 0.837 23.605 0.266 22.672 0.190 21.357 0.092 20.664 0.179 nan
6 1237654952671970643 256.870602 0.120 35.553970 0.134 23.429 0.471 23.268 0.185 23.039 0.235 22.620 0.244 22.609 0.565 0.0
3 1237654952672035606 256.872220 0.053 35.545599 0.062 21.485 0.177 20.975 0.052 20.027 0.035 19.750 0.042 19.473 0.120 1.0
6 1237654952671970639 256.874637 0.044 35.556335 0.046 24.456 0.759 23.330 0.195 21.682 0.075 21.048 0.064 20.818 0.184 0.0
6 1237654952671970612 256.874804 0.131 35.566886 0.128 24.233 0.806 23.177 0.191 22.736 0.203 22.947 0.359 21.603 0.385 nan
3 1237654952671969563 256.876272 0.083 35.572827 0.070 24.152 0.867 23.009 0.183 21.537 0.080 20.994 0.075 20.578 0.188 nan
6 1237654952671969562 256.876388 0.103 35.571414 0.092 25.429 0.620 23.818 0.300 22.305 0.133 21.156 0.075 20.446 0.142 nan
6 1237654952671970882 256.877405 0.102 35.584623 0.093 25.095 0.722 24.710 0.474 23.743 0.410 22.081 0.161 21.620 0.354 nan
3 1237654952671970925 256.877652 0.112 35.587814 0.111 24.590 0.950 26.250 0.375 24.635 0.733 23.965 0.730 20.398 0.157 nan
3 1237654952671970615 256.877870 0.135 35.567079 0.145 23.019 0.563 22.756 0.202 22.587 0.271 21.799 0.208 21.114 0.404 nan
3 1237654952671970774 256.877927 0.185 35.582075 0.240 22.488 0.268 23.609 0.290 22.503 0.182 22.543 0.285 21.519 0.393 nan
6 1237654952671970646 256.877944 0.055 35.556331 0.057 23.309 0.434 22.647 0.111 21.964 0.095 21.742 0.116 21.777 0.388 0.0
6 1237654952671969561 256.879042 0.002 35.572090 0.002 18.497 0.015 17.284 0.005 17.474 0.005 17.646 0.007 17.741 0.016 nan
3 1237654952672036096 256.879104 0.200 35.550139 0.130 22.913 0.345 25.077 0.548 23.948 0.512 22.133 0.181 21.166 0.272 1.0
3 1237654952672036090 256.880577 0.236 35.554237 0.337 21.345 0.325 22.345 0.364 20.996 0.174 21.194 0.322 21.202 1.171 1.0
6 1237654952671969814 256.880794 0.005 35.587678 0.006 20.346 0.045 19.233 0.010 18.904 0.010 18.774 0.012 18.754 0.033 nan
6 1237654952672035423 256.881005 0.015 35.556198 0.015 23.952 0.673 21.681 0.051 20.265 0.025 19.132 0.015 18.534 0.028 0.0
3 1237654952672035609 256.881166 0.121 35.548431 0.110 23.864 0.680 23.101 0.177 22.759 0.208 21.955 0.155 22.170 0.544 1.0
6 1237654952671969986 256.881326 0.077 35.558347 0.081 24.639 0.771 23.407 0.207 22.347 0.131 20.760 0.050 19.949 0.088 0.0
3 1237654952671970792 256.882214 0.118 35.563713 0.113 24.755 0.877 24.392 0.470 22.615 0.190 22.842 0.342 21.982 0.512 1.0
3 1237654952672035600 256.884319 0.181 35.553534 0.221 24.343 0.967 22.952 0.184 22.244 0.158 21.598 0.136 21.016 0.287 1.0
6 1237654952672036102 256.884579 0.126 35.546927 0.145 25.548 0.554 23.920 0.303 22.758 0.187 22.517 0.224 21.817 0.395 0.0
3 1237654952672035635 256.884606 0.202 35.539342 0.186 22.297 0.293 22.530 0.161 22.023 0.163 21.473 0.172 20.234 0.186 1.0
6 1237654952671970629 256.885330 0.033 35.566455 0.034 24.269 0.745 22.789 0.124 21.292 0.054 20.068 0.029 19.341 0.053 0.0
3 1237654952672035601 256.887722 0.038 35.554791 0.036 22.405 0.257 21.515 0.053 20.748 0.042 20.457 0.049 20.129 0.130 1.0
3 1237654952671970647 256.887927 0.208 35.559795 0.130 21.733 0.233 20.929 0.052 20.345 0.050 20.054 0.057 20.237 0.244 1.0
3 1237654952672035623 256.888526 0.069 35.545763 0.068 21.317 0.208 20.675 0.054 19.406 0.028 18.827 0.025 18.435 0.064 1.0
3 1237671934969905940 256.889229 0.096 35.586234 0.078 23.656 1.078 22.557 0.169 21.483 0.089 20.795 0.081 19.999 0.163 nan
3 1237671934969906349 256.890124 0.261 35.580447 0.172 22.666 0.497 23.571 0.392 22.172 0.159 22.940 0.508 21.921 0.769 nan
3 1237654952672036112 256.891101 0.131 35.543526 0.136 23.527 0.740 23.857 0.438 22.315 0.192 21.476 0.139 21.700 0.565 1.0
6 1237654952671969997 256.891739 0.155 35.572121 0.205 24.575 0.784 23.339 0.198 23.375 0.313 22.394 0.207 22.172 0.489 nan
6 1237654952672036092 256.892731 0.060 35.557965 0.064 24.880 0.752 24.124 0.347 22.060 0.103 21.038 0.064 20.567 0.147 0.0
6 1237654952672035622 256.893310 0.048 35.549082 0.047 24.952 0.735 23.146 0.166 21.842 0.086 20.713 0.048 20.380 0.125 0.0
6 1237671934969906345 256.894108 0.115 35.584309 0.096 22.565 0.413 23.601 0.365 22.168 0.139 20.734 0.066 19.915 0.132 nan
6 1237671934969905257 256.894198 0.162 35.576127 0.170 24.436 1.383 24.167 0.563 22.601 0.205 23.367 0.612 23.936 0.595 nan
3 1237654952672036299 256.894579 0.143 35.540301 0.113 23.392 1.015 23.452 0.483 22.196 0.261 21.063 0.146 20.258 0.261 1.0
3 1237671934969906658 256.894780 0.258 35.568393 0.318 23.393 1.332 26.328 0.758 21.927 0.205 24.978 1.428 23.299 1.513 1.0
3 1237654952671969993 256.894846 0.040 35.564543 0.043 21.650 0.182 20.797 0.039 20.034 0.031 19.742 0.036 19.675 0.119 1.0
3 1237654952672036111 256.894860 0.070 35.545277 0.087 23.755 0.734 23.831 0.361 22.006 0.123 21.707 0.142 21.338 0.355 1.0
3 1237671934969906563 256.895269 0.211 35.577622 0.190 24.772 1.441 25.130 0.800 24.852 0.812 21.780 0.177 23.453 0.843 nan
6 1237671934969905261 256.896038 0.225 35.575386 0.230 25.870 0.751 26.334 0.416 24.796 0.716 22.738 0.344 23.169 0.824 nan
6 1237654952672035452 256.896568 0.015 35.561154 0.015 22.192 0.185 20.758 0.026 20.226 0.024 19.976 0.028 19.761 0.076 0.0
3 1237654952672036290 256.898386 0.187 35.556269 0.238 24.353 0.986 24.179 0.479 24.189 0.703 21.720 0.155 20.651 0.210 1.0
3 1237671934969905254 256.898417 0.086 35.570787 0.074 22.919 0.603 22.337 0.133 21.382 0.076 20.972 0.088 21.006 0.366 1.0
3 1237671934969905252 256.900179 0.096 35.573487 0.106 24.698 1.393 25.114 0.798 21.929 0.116 20.385 0.050 20.088 0.155 1.0
3 1237671934969905259 256.900617 0.444 35.580859 0.272 25.699 0.950 25.700 0.708 24.832 0.834 22.006 0.224 23.052 0.984 nan
6 1237671934969906351 256.900871 0.163 35.583956 0.165 22.906 0.543 23.670 0.372 22.642 0.202 22.209 0.231 22.209 0.773 nan
3 1237671934969906570 256.901022 0.298 35.565296 0.513 22.824 0.617 25.989 0.689 22.763 0.303 21.561 0.176 20.309 0.231 1.0
6 1237671934969906018 256.901954 0.026 35.560368 0.027 26.194 0.575 22.327 0.117 20.741 0.039 19.867 0.030 19.316 0.072 0.0
6 1237671934969905250 256.902119 0.068 35.575687 0.063 15.365 0.005 14.587 0.004 12.644 0.002 12.421 0.002 12.975 0.004 nan
3 1237671934969905251 256.902628 0.075 35.579574 0.072 21.172 0.155 19.813 0.030 20.054 0.031 19.518 0.032 18.074 0.037 nan
6 1237671934969906010 256.902852 0.030 35.563548 0.033 22.819 0.506 22.358 0.122 20.740 0.040 19.615 0.025 18.936 0.054 0.0
3 1237654952672034937 256.903604 0.047 35.538297 0.047 23.775 0.677 25.686 0.490 24.805 0.698 24.401 0.707 18.105 0.024 1.0
3 1237654952672034964 256.903638 0.048 35.544942 0.047 25.541 0.604 25.413 0.527 24.828 0.681 24.186 0.683 18.174 0.025 1.0
6 1237654952672034944 256.903652 0.048 35.541515 0.048 24.622 0.791 25.046 0.504 24.827 0.625 24.289 0.625 18.512 0.031 0.0
3 1237654952672034936 256.903699 0.047 35.546863 0.047 24.242 0.844 25.242 0.571 24.578 0.695 24.069 0.697 18.063 0.024 1.0
3 1237654952672034947 256.903754 0.048 35.549138 0.048 25.180 0.757 23.923 0.353 24.899 0.696 24.990 0.598 18.130 0.024 1.0
3 1237671934969905253 256.904749 0.106 35.582200 0.171 24.482 1.558 23.991 0.562 21.268 0.075 20.709 0.076 20.747 0.319 nan
6 1237671934969905258 256.906244 0.160 35.580126 0.170 24.037 1.162 23.277 0.265 22.973 0.257 23.614 0.647 22.073 0.698 nan
3 1237671934969905255 256.906782 0.143 35.578487 0.188 24.615 1.442 24.907 0.784 22.023 0.133 22.751 0.413 23.659 0.751 nan
6 1237671934969905260 256.907698 0.175 35.574846 0.145 24.567 1.372 25.067 0.721 24.703 0.694 22.305 0.241 23.240 0.807 nan
6 1237671934969905256 256.908684 0.532 35.573054 0.860 25.331 1.140 26.230 0.482 23.815 0.554 22.196 0.243 22.996 0.933 nan
6 1237671934969906387 256.909879 0.111 35.558566 0.134 25.731 0.878 23.206 0.260 22.586 0.199 22.676 0.354 21.922 0.674 0.0
3 1237671934969906049 256.913273 0.084 35.553546 0.110 23.692 1.188 22.671 0.197 21.584 0.103 21.262 0.129 21.136 0.462 1.0
3 1237671934969906022 256.913616 0.108 35.563257 0.101 22.528 0.548 21.851 0.112 20.933 0.072 20.516 0.083 20.242 0.259 nan
6 1237671934969906065 256.915919 0.033 35.548788 0.034 24.194 1.230 22.657 0.156 20.981 0.048 20.242 0.041 20.033 0.136 0.0
6 1237671934969905984 256.917569 0.012 35.575147 0.013 23.297 0.717 20.978 0.038 19.803 0.019 19.313 0.019 19.021 0.056 nan
3 1237671934969906588 256.918096 0.137 35.544166 0.149 22.636 0.473 24.355 0.651 24.957 0.816 21.616 0.155 20.298 0.197 1.0
6 1237671934969906414 256.920994 0.047 35.538494 0.052 23.979 1.133 23.041 0.216 21.352 0.066 20.516 0.052 20.000 0.133 0.0
3 1237671934969906394 256.923392 0.107 35.560302 0.116 23.095 0.626 23.637 0.352 22.442 0.165 21.234 0.095 20.788 0.264 nan
3 1237671934969905496 256.924526 0.023 35.573556 0.023 19.858 0.074 18.672 0.011 17.890 0.009 17.473 0.009 17.120 0.024 nan
3 1237671934969905511 256.924957 0.138 35.568011 0.212 23.539 0.960 25.105 0.793 22.213 0.154 24.166 0.910 22.188 0.841 nan
6 1237671934969905510 256.925132 0.007 35.569719 0.007 20.527 0.073 19.440 0.013 18.945 0.011 18.745 0.013 18.560 0.038 nan
6 1237671934969905537 256.925918 0.010 35.556841 0.010 21.606 0.176 20.087 0.020 19.393 0.015 19.179 0.018 19.123 0.062 nan
6 1237671934969905498 256.927571 0.225 35.572045 0.190 24.857 1.296 24.505 0.634 23.086 0.291 22.017 0.193 21.559 0.508 nan
3 1237671934969906068 256.927984 0.054 35.551637 0.067 25.474 1.102 22.693 0.180 21.007 0.056 20.359 0.052 20.113 0.169 nan
6 1237671934969906067 256.928526 0.017 35.553834 0.018 22.674 0.439 20.945 0.038 20.138 0.025 19.901 0.031 19.739 0.107 nan
3 1237671934969906042 256.928948 0.040 35.564873 0.034 22.868 0.850 20.790 0.052 20.001 0.037 19.169 0.029 18.446 0.061 nan
6 1237671934969905524 256.930005 0.003 35.568673 0.003 21.186 0.124 18.897 0.009 17.726 0.006 17.236 0.006 16.928 0.011 nan
6 1237671934969906054 256.931691 0.274 35.560696 0.209 23.004 0.577 23.112 0.227 23.034 0.267 24.364 0.792 21.448 0.448 nan
6 1237671934969906100 256.931702 0.149 35.542448 0.125 22.103 0.418 26.075 0.846 20.768 0.069 20.936 0.134 19.735 0.184 nan
6 1237671934969905740 256.933952 0.009 35.564496 0.009 25.382 1.033 20.773 0.033 19.318 0.014 18.620 0.012 18.229 0.029 nan
6 1237671934969905561 256.935013 0.006 35.550126 0.006 21.110 0.117 19.316 0.012 18.605 0.009 18.277 0.010 18.084 0.026 nan
3 1237671934969906116 256.936677 0.039 35.538122 0.045 22.347 0.442 21.276 0.064 19.947 0.029 19.446 0.031 19.236 0.099 nan
6 1237671934969905746 256.937229 0.035 35.556370 0.040 24.879 1.428 22.350 0.133 20.774 0.045 20.060 0.040 19.741 0.118 nan
3 1237671934969905747 256.938164 0.063 35.557942 0.058 23.093 0.698 22.706 0.185 20.972 0.055 20.487 0.059 20.080 0.166 nan
3 1237671934969906094 256.938636 0.038 35.547898 0.029 23.926 1.592 20.602 0.039 19.342 0.020 18.753 0.019 18.269 0.046 nan
3 1237671934969905745 256.938981 0.010 35.556585 0.010 21.982 0.284 19.974 0.021 18.793 0.011 18.334 0.012 17.925 0.028 nan
3 1237671934969906404 256.939053 0.109 35.561078 0.101 22.567 0.449 23.388 0.331 21.735 0.107 22.817 0.450 21.490 0.560 nan
3 1237671934969906590 256.939766 0.211 35.542646 0.242 22.682 0.478 24.505 0.684 24.102 0.668 21.774 0.175 21.230 0.427 nan
3 1237671934969905306 256.942557 0.208 35.544137 0.142 24.420 2.004 22.737 0.260 21.364 0.107 20.968 0.126 22.806 1.413 nan
